,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
531093,McDonald-s,2019-11-06, Barista,"Former Employee, less than 1 year","Saint Kilda, South Australia, South Australia",2,2.0,1.0,,2.0,2.0,1.0,o,o,o,Bad management,"Nice benefits
Good hours 
coworkers were nice","Bad management 
Management had favourites"
531105,McDonald-s,2019-11-06, Crew Member,"Current Employee, more than 1 year","Victoria, BC",3,1.0,2.0,,2.0,3.0,2.0,v,r,v,It was fine,"Food discount, lots of hours","Dealing with rude customers, understaffed, etc."
531324,McDonald-s,2019-11-19, Assistant Restaurant Manager,"Former Employee, more than 8 years","Perth, Western Australia, Western Australia",5,3.0,5.0,,4.0,4.0,4.0,v,v,v,McHappy Place to Work,Great Salary + World Class Training + Working like a Family,Just the Shift work even you're in Management
531346,McDonald-s,2019-11-20, Barista/Crew Trainer,"Current Employee, more than 3 years","Altona North, Victoria",4,5.0,3.0,,4.0,4.0,4.0,v,v,v,Fast Paced Environment,"- good experience dealing with customer service
- very fast paced environment
- flexible hours",- no the best machinary
531353,McDonald-s,2019-11-20, Crew Member,"Former Employee, less than 1 year","Darling Harbour, New South Wales",4,4.0,5.0,,5.0,4.0,3.0,x,r,r,A simple job to start with,"With help and guidance from the crew trainer, you're instructed on how to perform the basic tasks as a front and register worker. Working at the drink station is easy, and once taught, the register is simple to operate as well. It is good for building up preliminary work experience and generally an easy job to get hired into.","It can get extremely busy and stressful particularly during holidays, but as a plus, the pay does usually increase if you work on those days. It depends on the stores location as well. Pay for younger workers can also be very low."
531539,McDonald-s,2019-12-03, Front of House Crew,"Former Employee, less than 1 year","Perth, Western Australia, Western Australia",3,4.0,5.0,,3.0,2.0,5.0,v,v,v,Inadequate Training,"Nice workers, good people, very friendly and genuine. Work was not stressful, everything had a system.","The training was inadequate and I had to mainly ask other staff howto do things, even they explained to me that there training needs work."
531606,McDonald-s,2019-12-06, Shift Supervisor,"Current Employee, more than 3 years","Victoria, BC",5,,,,,,,o,o,o,Good job,got more skills and learn how to manage,too busy and hustle to get promotion
531698,McDonald-s,2019-12-15, Cashier,"Former Employee, less than 1 year","Perth, Western Australia, Western Australia",1,1.0,1.0,,1.0,1.0,1.0,x,o,x,Don’t work here,None none none none none,"Low pay, rude customers."
531711,McDonald-s,2019-12-16, Crew Member,"Former Employee, more than 1 year","Five Dock, New South Wales",4,3.0,3.0,,4.0,2.0,3.0,v,r,r,not bad but not great,good at teaching basics and hard work,bad pay and lots of work
531767,McDonald-s,2019-12-22, Team Member,"Former Employee, more than 1 year","Perth, Western Australia, Western Australia",4,,,,,,,o,o,o,Pros and Cons of working at Maccas,"Some good things about McDonalds is that it is a registered training organisation meaning their training system is respected Australia wide, making it easier to get other jobs. Another good thing would be the staff benefits, there is a slight discount granted to staff.",Some restaurants have poor working conditions
531926,McDonald-s,2020-01-07, Crew Chief,"Current Employee, more than 3 years","Moorebank, New South Wales",5,1.0,1.0,,1.0,1.0,1.0,v,r,v,was good,man it was real good hey,sometimes it was less than real good hey
532011,McDonald-s,2020-01-13, Crew Member/Grill Cook,"Current Employee, less than 1 year","Lyndhurst, Victoria, Victoria",5,4.0,4.0,,4.0,4.0,4.0,v,o,r,Crew Member,You have a good team and friendly staff,It gets really hectic
532049,McDonald-s,2020-01-14, Team Member,"Former Employee, more than 1 year","Punchbowl, New South Wales",4,4.0,3.0,,3.0,3.0,3.0,v,r,r,Good first job,"Nationally recognised training and development
Good first job as a teenager
Flexible with school commitments","Progression doesn't pay well
Management can be senseless"
532152,McDonald-s,2020-01-20, Customer Service Representative,"Former Employee, more than 1 year","Broadmeadows, Victoria, Victoria",2,2.0,2.0,,2.0,2.0,2.0,x,o,r,Broadmeadows,Some people were nice and great to work with,The managers were terrible and ugly environment
532337,McDonald-s,2020-01-30, Crew Member,"Current Employee, more than 1 year","Perth, Western Australia, Western Australia",5,4.0,3.0,,5.0,4.0,3.0,v,r,v,Good to work at,"fun, make a lot of friends",sometimes bad management but mostly good
532342,McDonald-s,2020-01-30, Crew Member,"Former Employee, more than 5 years","Sunshine North, Victoria",3,4.0,5.0,,5.0,4.0,3.0,v,o,r,Overnight,"Good Pay, good hours,","Mangement and crew relationship is poor, flexible times only apply for casuals"
532474,McDonald-s,2020-02-06, McDonalds Crew Trainer,"Current Employee, more than 3 years","Mindarie, Western Australia, Western Australia",4,4.0,4.0,,4.0,4.0,4.0,v,v,v,McDonalds Review,"Learning new skills, interacting with customers and your crew members, working as a team to work towards our target goal.",When you are on your own during rushes. When crew or managers do not help and leave you to do everything alone.
532913,McDonald-s,2020-03-02, Department Manager,"Former Employee, more than 5 years","Perth, Western Australia, Western Australia",3,5.0,4.0,,3.0,2.0,3.0,v,o,o,Great job whilst studying,"Availability flexibility, great training and procedures, amazing coworkers turned friends for life","Stressful environment,  did not feel safe working at night and owner refused to implement safety measures such as security or heavy-duty barricades, subpar hourly rate"
533262,McDonald-s,2020-03-31, Customer Service Representative,"Former Employee, more than 5 years","Perth, Western Australia, Western Australia",5,5.0,5.0,,2.0,2.0,5.0,v,r,v,great,good training program for employees,low pay and casual hours
533276,McDonald-s,2020-04-01, Crew Member,"Former Employee, more than 1 year","Perth, Western Australia, Western Australia",4,4.0,4.0,,4.0,5.0,5.0,v,v,v,Great starter,"Great learning opportunity, in particular for younger workers","It is hard work, and often very tiring as you are on your feet all day"
533299,McDonald-s,2020-04-03, Mcdonalds Crew Member,"Former Employee, more than 5 years","West Perth, Western Australia",4,4.0,4.0,,5.0,1.0,3.0,v,r,v,Good work experience,Friendly nature of everyone. Will make you learn with patience.,Will sometimes use you to do other work that's not yours actually.
533442,McDonald-s,2020-04-20, Barista,"Former Employee, more than 5 years","Perth, Western Australia, Western Australia",3,5.0,4.0,,2.0,3.0,4.0,v,r,v,Good first job,"Good first job, very flexible with study/life, pay is okay. Avenues for career development (management program, ability to do TAFE certificates) really great.","Basic level job, very stressful at times."
533490,McDonald-s,2020-04-23, Team Leader,"Former Employee, less than 1 year","Victoria, BC",4,3.0,3.0,,4.0,3.0,3.0,v,r,r,Great Job,Awesome place for growth and self development,Payment can be increased a little more
533729,McDonald-s,2020-05-13, Bunnings Team Member,Current Employee,"Croydon, Victoria, Victoria",5,3.0,5.0,,4.0,3.0,4.0,v,v,v,was excellent,"taught me very well
good customer experience",would not move me up to where I wanted to work for
533834,McDonald-s,2020-05-19, Mcdonalds Crew Member,Current Employee,"Broadmeadows, New South Wales, New South Wales",2,4.0,4.0,,3.0,3.0,2.0,x,r,r,Work,Always something to do here. Looks good on your resume to other employers as maccas is more organised,They say they have really good training but it’s not actually that great. When you make mistakes most people just stop and stare and it gets rlly embarrassing. They don’t really explain how to Do a certain thing properly and you get in trouble if you make a mistake for messing it up even tho they didn’t even explain it
533885,McDonald-s,2020-05-22, Mcdonalds Crew Member,Current Employee,"Harrisdale, Western Australia",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Awesome,Pros are opportunity and team work,There are no cons here
533929,McDonald-s,2020-05-26, Crew Member,"Former Employee, more than 3 years","Campbelltown, New South Wales, New South Wales",4,3.0,1.0,,3.0,2.0,2.0,v,o,v,Good first job,"Decent training, good for confidence-building",Working with a young and immature management team
534306,McDonald-s,2020-06-18, Mcdonalds Crew Member,Current Employee,"Maitland, New South Wales, New South Wales",4,5.0,5.0,,5.0,5.0,5.0,v,o,v,10/10,"Great work culture, Safety culture, Friendly",Non store is great I must say
534576,McDonald-s,2020-07-05, McDonalds Cashier,Former Employee,"Victoria, England, England",5,5.0,5.0,,5.0,5.0,5.0,o,o,o,Ok place to work,friendly environment and easy tasks,Easy to get burn but not serious
534936,McDonald-s,2020-07-29, Crew Member,"Former Employee, more than 1 year","Perth, Western Australia, Western Australia",3,4.0,5.0,,4.0,2.0,2.0,v,o,v,It was alright,"- You learn a lot in communication, leadership and resolving conflict","- A lot of customers will be difficult to handle
- There is a huge focus on numbers rather than the actual customer impact"
534980,McDonald-s,2020-08-02, Crew Member,"Current Employee, more than 3 years","Olympic Park, New South Wales",4,3.0,3.0,,3.0,3.0,3.0,v,r,r,First job,"Great first job
Can make new friends 
Good for teens","Customers are annoying
Can get many complaints"
535055,McDonald-s,2020-08-06, Crew Member,Current Employee,"Perth, Western Australia, Western Australia",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Good workplace,Reliable management and a fun work environment,Sometimes angry or rude customers
535214,McDonald-s,2020-08-11, Cashier,Current Employee,"Mount Barker, South Australia, South Australia",4,4.0,4.0,,4.0,3.0,3.0,v,v,v,Great to start out,"Great staff, friendly customers, experience and decent pay",Not able to support me financially with this job alone
535368,McDonald-s,2020-08-14, Crew Trainer,"Former Employee, more than 5 years","Maryborough, Victoria, Victoria",3,4.0,3.0,,4.0,3.0,3.0,v,r,r,Good opportunities,"Good opportunities, able to get several certificates, career progression and fast paced work",A lot of the managers I’ve dealt with have been under qualified and unappreciative of their employees which makes working difficult.
536019,McDonald-s,2020-08-30, Macdonalds,Former Employee,"Perth, Western Australia, Western Australia",3,,,,,,,o,o,o,Ok,"Good for Experience , decent pay","Management is okay, lack of hours"
536094,McDonald-s,2020-09-01, Casual Sales Assistant,"Former Employee, more than 3 years","Campbelltown, New South Wales, New South Wales",2,2.0,1.0,,3.0,3.0,1.0,x,r,x,Underpaid,discount on food when you’re on shift,everything. under paid. too much pressure. too high expectations.
