,City,country,Latitude,Longitude,Location,State,State Code
1856,Winter Springs,United States,39.4653797,-77.2508157,"Winter Springs, MD",Maryland,MD
1857,Corowa,Australia,-35.9995747,146.3906094,Corowa,New South Wales,NSW
1858,East Linton,United Kingdom,55.9865464,-2.6558397,Dbsa,Scotland,SCT
1859,Melbourne,Australia,-38.0279936,145.2209236,"Dandenong South, Victoria",Victoria,VIC
1860,Saint Marys,United States,40.5422697,-84.3893962,"Saint Marys, OH",Ohio,OH
1861,St. Rose,United States,29.9468716,-90.3231349,"Saint Rose, LA",Louisiana,LA
1862,Port Isabel,United States,26.0734119,-97.2085844,"Port Isabel, TX",Texas,TX
1863,Lascassas,United States,35.9303417,-86.2911025,"Lascassas, TN",Tennessee,TN
1864,Harwinton,United States,41.7712085,-73.05983,"Harwinton, CT",Connecticut,CT
1865,Central City,United States,30.1882547,-84.9257468,"Central City, FL",Florida,FL
1866,Horsham,Australia,-36.7148099,142.2018105,"Horsham, Victoria, Victoria",Victoria,VIC
1867,Poulsbo,United States,47.7391366,-122.63928,"Poulsbo, WA",Washington,WA
1868,Wakefield,United Kingdom,53.6829541,-1.4967286,Wakefield,England,ENG
1869,North Bend,United States,47.4957757,-121.784889,"North Bend, WA",Washington,WA
1870,Sydney,Australia,-33.6769931,151.3029577,"Mona Vale, New South Wales, New South Wales",New South Wales,NSW
1871,Montesilvano,Italy,42.5136032,14.1516203,Montesilvano,Abruzzo,ABR
1872,Begusarai,India,25.4138614,86.1348858,Begusarai,Bihar,BR
1873,Vila Velha,Brazil,-20.3297037,-40.2920174,"Vila Velha, Espírito Santo, Espírito Santo",Espírito Santo,ES
1874,St. Henry,United States,40.42107215,-84.63217599875819,"Saint Henry, OH",Ohio,OH
1875,Brockway,United States,41.2492279,-78.7994738,"Brockway, PA",Pennsylvania,PA
1876,Central,United States,38.392688,-121.5730111,"Central, CA",California,CA
1877,Village of Saint Charles,United States,43.2969699,-84.1405346,"Saint Charles, MI",Michigan,MI
1878,Aberdeen,United States,46.975371,-123.815722,"Aberdeen, WA",Washington,WA
1879,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Camberwell, Victoria, Victoria",Tamaulipas,TAM
1880,Morriston,United Kingdom,51.66509645,-3.9262087833114228,"Morriston, Wales, Wales",Wales,WLS
1881,Waseca,United States,44.0776638,-93.5075767,"Waseca, MN",Minnesota,MN
1882,Sahara,India,27.07824,79.29084,"Sahāra, Uttar Pradesh, Uttar Pradesh",Uttar Pradesh,UP
1883,Stanton,United States,37.8456373,-83.8582525,"Stanton, KY",Kentucky,KY
1884,Broussard,United States,30.1471506,-91.9612413,"Broussard, LA",Louisiana,LA
1885,Wageningen,Netherlands,51.9685817,5.668298061827958,Wageningen,Gelderland,GE
1886,Alwar,India,27.5645949,76.6132248,Alwar,Rajasthan,RJ
1887,Village of Monticello,United States,41.6556465,-74.6893282,"Monticello, NY",New York,NY
1888,Clinton,United States,38.3686325,-93.7782689,"Clinton, MO",Missouri,MO
1889,Norwalk,United States,41.0937079,-73.4187303,"South Norwalk, CT",Connecticut,CT
1890,Suwannee,United States,30.3891098,-82.9565212,"Suwannee, FL",Florida,FL
1891,Saint-Raymond,Canada,46.889058,-71.835136,"Saint-Raymond, QC",Quebec,QC
1892,Melbourne,Australia,-37.9064862,144.7533059,Point Cook,Victoria,VIC
1893,Mint Hill,United States,35.1735388,-80.6570377,"Mint Hill, NC",North Carolina,NC
1894,Ardrossan,United Kingdom,55.6400504,-4.8148569,"Ardrossan, Scotland, Scotland",Scotland,SCT
1895,Saanich,Canada,48.4594315,-123.3764946,"Saanich, BC",British Columbia,BC
1896,Monte Vista,United States,37.5816182,-106.1496731,"Monte Vista, CO",Colorado,CO
1897,Austintown,United States,41.1017247,-80.7645239,"Austintown, OH",Ohio,OH
1898,Chesapeake Beach,United States,38.6941057,-76.533788,"Chesapeake Beach, MD",Maryland,MD
1899,Briton Ferry,United Kingdom,51.6381644,-3.8199507,"Briton Ferry, Wales, Wales",Wales,WLS
1900,Osaka,United States,36.9470402,-82.8107165,"Osaka, VA",Virginia,VA
1901,Saint Thomas,United States,38.7619287,-90.1170812,"Saint Thomas, IL",Illinois,IL
1902,Melissa,United States,33.2862455,-96.5722411,"Melissa, TX",Texas,TX
1903,Saint Marys,United States,41.4280432,-78.5611275,"Saint Marys, PA",Pennsylvania,PA
1904,Anchor Point,United States,59.7766667,-151.8313889,"Anchor Point, AK",Alaska,AK
1905,Wales,United Kingdom,53.34061,-1.28162,"Aber, Wales, Wales",England,ENG
1906,Chatham,United Kingdom,51.3391322,0.5261269,"Walderslade, England, England",England,ENG
1907,Itajaí,Brazil,-26.9046787,-48.6552979,"Itajaí, Santa Catarina, Santa Catarina",Santa Catarina,SC
1908,Wallis,United States,29.6313486,-96.0652362,"Wallis, TX",Texas,TX
1909,Ottery St Mary,United Kingdom,50.75,-3.26667,"Ottery Saint Mary, England, England",England,ENG
1910,Grantham,United States,43.489794,-72.137604,"Grantham, NH",New Hampshire,NH
1911,Salem,India,11.6586631,78.1818277,"Salem, IN",Tamil Nadu,TN
1912,Ciudad Victoria,Mexico,23.7389846,-99.1441352,"Braeside, Victoria, Victoria",Tamaulipas,TAM
1913,Mitchel Troy,United Kingdom,51.785142199999996,-2.7382941405076293,"Mitchel Troy, Wales, Wales",Wales,WLS
1914,Orléans,France,47.9004824,1.9034638,"Hatte, Centre, Centre",Centre-Val de Loire,CVL
1915,St Helens,United Kingdom,53.445127,-2.735099,"Saint Helens, South East England, England, England",England,ENG
1916,Sand Springs,United States,35.4717587,-103.2831404,"Sand Springs, MO",New Mexico,NM
1917,Warsaw Landing,United States,30.38492,-90.55342,"Warsaw Landing, Livingston, LA, Optional[LA]",Louisiana,LA
1918,Waikoloa Village,United States,19.94256305,-155.78649035477218,"Waikoloa Village, HI",Hawaii,HI
1919,Ciudad Victoria,Mexico,23.743943,-99.146791,"Clyde, Victoria, Victoria",Tamaulipas,TAM
1920,Bourne,United States,41.770106,-70.5283621,"Sagamore, MA",Massachusetts,MA
1921,Louisa,United States,38.1144867,-82.6030988,"Louisa, KY",Kentucky,KY
1922,Kinsale,United States,38.0295744,-76.580789,Kinsale,Virginia,VA
1923,Stone,United Kingdom,51.451416,0.263443,"Stone, Kent, South East England, England, England",England,ENG
1924,Auburn,United States,47.2851691,-122.2263219,"Stuck, WA",Washington,WA
1925,Belfast,United Kingdom,54.603533,-5.928807,"Belfast County Borough, Northern Ireland, Northern Ireland",Northern Ireland,NIR
1926,Santa Cruz de la Sierra,Bolivia,-17.6594809,-63.13846624460784,Viru Viru International Airport,Santa Cruz,S
1927,Newcastle-Maitland,Australia,-32.8316623,151.6844404,"Hexham, New South Wales, New South Wales",New South Wales,NSW
1928,San Jose,Ecuador,-3.2360091,-79.2467796,"San Jose, AZ",Azuay,A
1929,Graham,United States,47.0395996,-122.2785729,"Graham, WA",Washington,WA
1930,San Anselmo,United States,37.9744323,-122.561503,"San Anselmo, CA",California,CA
1931,Lower Moreland Township,United States,40.1226101,-75.0635049,"Huntingdon Valley, PA",Pennsylvania,PA
1932,Tikri,India,32.5939195,76.2208807,Māntri,Himachal Pradesh,HP
1933,Rib Mountain,United States,44.9112334,-89.6558452,"Rib Mountain, WI",Wisconsin,WI
1934,Ward,United States,35.0303648,-91.950421,"Ward, AR",Arkansas,AR
1935,Enumclaw,United States,47.2047793,-121.9916371,"Enumclaw, WA",Washington,WA
1936,Anamosa,United States,42.1083371,-91.2851594,"Anamosa, IA",Iowa,IA
1937,Treorchy,United Kingdom,51.6574072,-3.5060614,"Treorchy, Wales, Wales",Wales,WLS
1938,Wadsworth,United States,41.0256101,-81.7298519,"Wadsworth, OH",Ohio,OH
1939,Tondu,United Kingdom,51.5474663,-3.5951442,"Tondu, Wales, Wales",Wales,WLS
1940,Wynantskill,United States,42.6967455,-73.644284,"Wynantskill, NY",New York,NY
1941,Sans Souci,United States,34.8778952,-82.4240114,"Sans Souci, SC",South Carolina,SC
1942,Waggaman,United States,29.9185388,-90.2109093,"Waggaman, LA",Louisiana,LA
1943,Sambalpur,India,21.4705391,83.9761511,"Sambalpur, Orissa, Orissa",Odisha,OR
1944,Mount Washington,United States,38.0500627,-85.5457877,"Mount Washington, KY",Kentucky,KY
1945,Centralia,United States,39.2103186,-92.1379539,"Centralia, MO",Missouri,MO
1946,Pwllheli,United Kingdom,52.89173795,-4.417801956289264,"Pwllheli, Wales, Wales",Wales,WLS
1947,Betws,United Kingdom,51.7869872,-3.9853446429912696,"Saint David's, Wales, Wales",Wales,WLS
1948,Montclair,United States,34.0775104,-117.6897776,"Montclair, CA",California,CA
1949,Saint-Pierre-d'Alvey,France,45.6302499,5.7408303,Saint-Pierre-d'Alvey,Auvergne-Rhône-Alpes,ARA
1950,Waskom,United States,32.4787645,-94.0596305,"Waskom, TX",Texas,TX
1951,Stewartby,United Kingdom,52.0679197,-0.5096445,"Stewartby, England, England",England,ENG
1952,Isanti,United States,45.4902335,-93.2477046,"Isanti, MN",Minnesota,MN
1953,Indiantown,United States,27.0273407,-80.4820908,"Indiantown, FL",Florida,FL
1954,Alsisar,India,28.3060753,75.2879644,Alsīsar,Rajasthan,RJ
1955,Saint-Georges,Canada,46.122987,-70.671959,"Saint-Georges, QC",Quebec,QC
1956,Scenic Rim Regional,Australia,-28.2333255,153.0700386821306,"Darlington, Queensland, Queensland",Queensland,QLD
1957,Delmont,United States,40.4131233,-79.5703201,"Delmont, PA",Pennsylvania,PA
1958,Melbourne,Australia,-38.1545829,145.1973931,Langwarrin,Victoria,VIC
